Title,Model,Type,Year,Mileage,Transmission,Location,CC,Variant,Price,Origin
2012 Honda CIVIC 1.8 S i-VTEC (A) Loan Kedai Offer,CIVIC,4D SEDAN,2012,100k - 109k,Auto,Selangor,1.8,S i-VTEC,30980,MALAYSIA
2019 Honda ODYSSEY 2.4 (A),ODYSSEY,4D WAGON,2019,40k - 44k,Auto,Johor,2.4,EXV,130800,JAPAN
[2020] Honda CR-V 2.0 2WD (A) Cheapest In Malaysia,CR-V,4D SUV,2020,70k - 74k,Auto,Johor,2,2WD,89999,MALAYSIA
2011 Honda CIVIC 1.8 (A) FULL LOAN/LOAN KEDAI,CIVIC,4D SEDAN,2011,90k - 94k,Auto,Selangor,1.8,S i-VTEC,34990,MALAYSIA
2011 Honda CIVIC 1.8 (A) FULL LOAN/LOAN KEDAI,CIVIC,4D SEDAN,2011,85k - 89k,Auto,Selangor,1.8,i-VTEC,34990,MALAYSIA
2008 Honda ACCORD 2.0 I-VTEC (A),ACCORD,4D SEDAN,2008,250k - 299k,Auto,Perlis,2,I-VTEC,23500,MALAYSIA
2015 Honda CR-V 2.0 4WD FACELIFT CRV SUV CAM KLES,CR-V,4D SUV,2015,90k - 94k,Auto,Selangor,2,4WD,53800,MALAYSIA
2024 Honda NEW WR-V Rebate 17K 1.5 (A) WRV PreReg,WR-V,4D WAGON,2024,<4k,Auto,Selangor,1.5,S,73800,MALAYSIA
Honda CR-V 2.0 FACELIFT (A) 2015 OFFER FULL L0AN,CR-V,4D SUV,2015,100k - 109k,Auto,Penang,2,2WD,56800,MALAYSIA
2019 Honda CIVIC 1.8 S FC (A) PERFECT CONDITION,CIVIC,4D SEDAN,2019,95k - 99k,Auto,Penang,1.8,S,76800,MALAYSIA
Honda CIVIC 1.8 S i-VTEC (A),CIVIC,4D SEDAN,2017,75k - 79k,Auto,Johor,1.8,S i-VTEC,73999,MALAYSIA
2011 Honda CIVIC 1.8 (A) FULL LOAN/LOAN KEDAI,CIVIC,4D SEDAN,2011,85k - 89k,Auto,Selangor,1.8,i-VTEC,37990,MALAYSIA
Honda HR-V 1.8 RS FSR 18''RS Rims 1owner OriPaint,HR-V,4D WAGON,2020,80k - 84k,Auto,Kuala Lumpur,1.8,RS,78666,MALAYSIA
2011 Honda CIVIC 1.8 S-L iVTEC FACELIFT (A),CIVIC,4D SEDAN,2011,160k - 169k,Auto,Kuala Lumpur,1.8,S-L iVTEC,28800,MALAYSIA
2017 Honda JAZZ 1.5 H FuLOAN/NewFacelift/PushStart,JAZZ,4D HATCHBACK,2017,85k - 89k,Auto,Johor,1.5,HYBRID,51888,MALAYSIA
2011 Honda CIVIC 1.8 S-L iVTEC FACELIFT (A),CIVIC,4D SEDAN,2011,190k - 199k,Auto,Kedah,1.8,S-L iVTEC,39500,MALAYSIA
2018 Honda CITY 1.5 V FACELIFT (A)FREE WARRANTY,CITY,4D SEDAN,2018,100k - 109k,Auto,Selangor,1.5,V,58800,MALAYSIA
2013 Honda ACCORD 2.0 VTi-L (A),ACCORD,4D SEDAN,2013,85k - 89k,Auto,Johor,2,VTi-L,42800,MALAYSIA
Honda HR-V 1.8 E ENHANCED HRV YEAR MADE 2017,HR-V,4D WAGON,2017,95k - 99k,Auto,Kuala Lumpur,1.8,E,52800,MALAYSIA
2022 Honda HR-V 1.5 TURBO E (A) 46K FSR WARRANTY,HR-V,4D SUV,2022,45k - 49k,Auto,Kuala Lumpur,1.5,TURBO E,102800,MALAYSIA
2012 Honda CITY 1.5 E MODULO FACELIFT (A),CITY,4D SEDAN,2012,90k - 94k,Auto,Kuala Lumpur,1.5,E MODULO,21800,MALAYSIA
2020 Honda CR-V 1.5 TC-P 2WD (A) FACELIFT FULLSPEC,CR-V,4D SUV,2020,40k - 44k,Auto,Penang,1.5,TC-P 2WD,117800,MALAYSIA
2019 Honda CIVIC 1.8 S FC TYPE-R KIT RIMS LEATHER,CIVIC,4D SEDAN,2019,55k - 59k,Auto,Selangor,1.8,S,74800,MALAYSIA
2016 Honda JAZZ 1.5 S (A) FULL LOAN,JAZZ,4D HATCHBACK,2016,140k - 149k,Auto,Johor,1.5,S,44800,MALAYSIA
2016 Honda ACCORD 2.0 VTi-L FACELIFT (A),ACCORD,4D SEDAN,2016,110k - 119k,Auto,Penang,2,VTi-L,59888,MALAYSIA
Honda CIVIC 1.5 TC CONVERT TYPE R FASTLOAN 2018,CIVIC,4D SEDAN,2018,65k - 69k,Auto,Selangor,1.5,TC,87800,MALAYSIA
2011 Honda CIVIC 2.0 S i-VTEC FACELIFT (A),CIVIC,4D SEDAN,2011,120k - 129k,Auto,Selangor,2,S i-VTEC,34800,MALAYSIA
2010 Honda CITY 1.5 E (A) L0an kedai 3k muka johor,CITY,4D SEDAN,2010,100k - 109k,Auto,Johor,1.5,E,25900,MALAYSIA
2008 Honda CR-V 2.0 i-VTEC (A) ORI CONDITION FLIFT,CR-V,4D SUV,2008,150k - 159k,Auto,Selangor,2,i-VTEC,19800,MALAYSIA
2020 FC Full Service Record Honda CIVIC 1.5 TC (A),CIVIC,4D SEDAN,2020,50k - 54k,Auto,Johor,1.5,TC,89999,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A) TIP TOP CONDITIO,CIVIC,4D SEDAN,2018,80k - 84k,Auto,Melaka,1.8,S i-VTEC,73000,MALAYSIA
Honda CITY 1.5 VTEC FACELIFT (A),CITY,4D SEDAN,2007,160k - 169k,Auto,Kuala Lumpur,1.5,VTEC,10999,MALAYSIA
2023 Honda CIVIC TYPE R (FL-5) 2.0 SPOILER UNREG,CIVIC,4D HATCHBACK,2023,<4k,Auto,Kuala Lumpur,2,TYPE R,302900,JAPAN
2013 Honda CITY 1.5 E FACELIFT (A)PADDLE HIGH SPC,CITY,4D SEDAN,2013,55k - 59k,Auto,Kuala Lumpur,1.5,E,23899,MALAYSIA
2016 Honda CIVIC 1.8 S FC (A) TYRE-R FS/RECORD,CIVIC,4D SEDAN,2016,95k - 99k,Auto,Selangor,1.8,S,68999,MALAYSIA
2011 Honda CIVIC 2.0 S i-VTEC FACELIFT (A),CIVIC,4D SEDAN,2011,140k - 149k,Auto,Selangor,2,S i-VTEC,44000,MALAYSIA
2012 Honda CIVIC 1.5 (HYBRID) (A) F*LOAN 1Y WARNTY,CIVIC,4D SEDAN,2012,120k - 129k,Auto,Kuala Lumpur,1.5,(HYBRID),25800,JAPAN
"2021 Honda CIVIC 1.8 S (A) Full Service, Bodykit",CIVIC,4D SEDAN,2021,50k - 54k,Auto,Kuala Lumpur,1.8,S,84800,MALAYSIA
2022 Honda HR-V 1.5 S (A)UNDER HONDA WARRANTY,HR-V,4D SUV,2022,15k - 19k,Auto,Selangor,1.5,S,97800,MALAYSIA
2024 Honda CITY 1.5 V SENSING MY21 GN5 (A) 1 OWNER,CITY,4D HATCHBACK,2024,<4k,Auto,Kuala Lumpur,1.5,V SENSING,85800,MALAYSIA
NEW CAR 6AA 2023 Honda CIVIC 2.0 TYPE R FL5 0 KM,CIVIC,4D HATCHBACK,2023,<4k,Auto,Kuala Lumpur,2,TYPE R,299000,JAPAN
2019 Honda BR-V 1.5 (A) 5-Years Warranty,BR-V,4D WAGON,2019,45k - 49k,Auto,Perak,1.5,E,48800,MALAYSIA
2014 Honda ACCORD 2.4 VTi-L (A),ACCORD,4D SEDAN,2014,75k - 79k,Auto,Johor,2.4,VTi-L,49999,MALAYSIA
2020 FULL LOAN Honda CIVIC 1.5 TC-P (A),CIVIC,4D SEDAN,2020,60k - 64k,Auto,Johor,1.5,TC-PREMIUM,109999,MALAYSIA
2017 Honda CIVIC 1.5 TC (A) 1OWNER F/SERVICE HONDA,CIVIC,4D SEDAN,2017,120k - 129k,Auto,Selangor,1.5,TC,73800,MALAYSIA
Honda BR-V 1.5 V FullService 3YER WARANTY BRV 2019,BR-V,4D WAGON,2019,55k - 59k,Auto,Kuala Lumpur,1.5,V,54800,MALAYSIA
New Honda CITY 1.5 E Janji high rebate,CITY,4D SEDAN,2024,<4k,Auto,Selangor,1.5,E,77500,MALAYSIA
2021 Honda ODYSSEY EXV 2.4L (A) ABSOLUTE NEW MODEL,ODYSSEY,4D WAGON,2021,10k - 14k,Auto,Kuala Lumpur,2.4,EXV,198000,JAPAN
2013 Honda CITY 1.5 E+ FACELIFT(A)PADDLE-SHIFT CON,CITY,4D SEDAN,2013,95k - 99k,Auto,Kuala Lumpur,1.5,E+,28800,MALAYSIA
2012 Honda CIVIC 1.5 (HYBRID) (A) F*LOAN 1Y WARNTY,CIVIC,4D SEDAN,2012,130k - 139k,Auto,Selangor,1.5,(HYBRID),25800,JAPAN
2024 Honda CITY 1.5 RS F.LOAN JIMAT call bella,CITY,4D SEDAN,2024,<4k,Auto,Selangor,1.5,RS,75000,MALAYSIA
2012 Honda CR-V 2.0 i-VTEC FACELIFT (A),CR-V,4D SUV,2012,85k - 89k,Auto,Selangor,2,i-VTEC,26800,MALAYSIA
2012 Honda CR-V 2.0 i-VTEC FACELIFT (A),CR-V,4D SUV,2012,140k - 149k,Auto,Johor,2,i-VTEC,27800,MALAYSIA
2017 Honda CITY 1.5 S+ FSR HONDA / FREE WARRANTY,CITY,4D SEDAN,2017,30k - 34k,Auto,Selangor,1.5,S+,45770,MALAYSIA
"2023 Honda CITY 1.5 E (A) Full Service,Ori Mileage",CITY,4D SEDAN,2023,10k - 14k,Auto,Kuala Lumpur,1.5,E,75800,MALAYSIA
R /2019/ Honda CIVIC 1.5 TC-PREMIUM (A) TYPE R KIT,CIVIC,4D SEDAN,2019,60k - 64k,Auto,Selangor,1.5,TC-PREMIUM,86800,MALAYSIA
2022 Honda CR-V 1.5 BLACK EDITION / 31K FSR HONDA,CR-V,4D SUV,2022,30k - 34k,Auto,Selangor,1.5,BLACK EDITION 4WD,139770,MALAYSIA
Honda CIVIC 1.8 S i-VTEC (A) FULL SERVICE HONDA,CIVIC,4D SEDAN,2018,80k - 84k,Auto,Johor,1.8,S i-VTEC,73800,MALAYSIA
2011 Honda CR-V 2.0 (A) BLACKLIST FULL LOAN,CR-V,4D SUV,2011,160k - 169k,Auto,Selangor,2,i-VTEC,26800,MALAYSIA
2018 Honda CIVIC 1.5 TCP (A) FULL WARRANTY H/LOAN,CIVIC,4D SEDAN,2018,70k - 74k,Auto,Johor,1.5,TC-PREMIUM,82999,MALAYSIA
Honda CIVIC FL1 1.5 13km,CIVIC,4D HATCHBACK,2021,10k - 14k,Auto,Selangor,1.5,EX,159700,JAPAN
2020 Honda CIVIC 1.5 TC-PREMIUM (A) BREMBO BRAKE,CIVIC,4D SEDAN,2020,110k - 119k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,106800,MALAYSIA
2012 Honda JAZZ 1.3 (HYBRID) FACELIFT (A),JAZZ,4D HATCHBACK,2012,110k - 119k,Auto,Selangor,1.3,(HYBRID),28500,JAPAN
2012 Honda JAZZ 1.3 (HYBRID) FACELIFT (A),JAZZ,4D HATCHBACK,2012,160k - 169k,Auto,Selangor,1.3,(HYBRID),30000,JAPAN
2019 Honda STEPWAGON 1.5 SPADA H SENSING 1051,STEPWAGON,4D WAGON,2019,50k - 54k,Auto,Kuala Lumpur,1.5,SPADA (7 SEATER),135000,JAPAN
Honda JAZZ 1.5 E (A) FACELIFT PUSH START V SPEC,JAZZ,4D HATCHBACK,2017,80k - 84k,Auto,Kuala Lumpur,1.5,E,48800,MALAYSIA
2013 Honda CITY 1.5 E FACELIFT (A),CITY,4D SEDAN,2013,140k - 149k,Auto,Perak,1.5,E,28800,MALAYSIA
2014 Honda JAZZ 1.5 E (A) PUSH START MUGEN KIT,JAZZ,4D HATCHBACK,2014,95k - 99k,Auto,Selangor,1.5,E,44888,MALAYSIA
2015 Honda JAZZ 1.5 E (A) Offer Murah2 Full Loan2,JAZZ,4D HATCHBACK,2015,160k - 169k,Auto,Melaka,1.5,E,43500,MALAYSIA
2018 Honda CIVIC 1.8 S i-VTEC (A) FC 1YR WARRANTY,CIVIC,4D SEDAN,2018,95k - 99k,Auto,Selangor,1.8,S i-VTEC,79999,MALAYSIA
2013 Honda ACCORD 2.0 VTi-L FACELIFT (A),ACCORD,4D SEDAN,2013,110k - 119k,Auto,Johor,2,VTi-L,29800,MALAYSIA
"2004 Honda CR-V 2.0 i-VTEC (A) Accident Free, CASH",CR-V,4D SUV,2004,120k - 129k,Auto,Kuala Lumpur,2,i-VTEC,11999,MALAYSIA
2019 Honda CITY 1.5 E (A) / FREE WARRANTY /LOWMILE,CITY,4D SEDAN,2019,55k - 59k,Auto,Selangor,1.5,E,51770,MALAYSIA
-2017 Honda ACCORD 2.0 VTi-L FA/LIFT (A) P/Start,ACCORD,4D SEDAN,2017,75k - 79k,Auto,Johor,2,VTi-L,72999,MALAYSIA
2013 Honda CITY 1.5 E FACELIFT (A),CITY,4D SEDAN,2013,120k - 129k,Auto,Selangor,1.5,E,25800,MALAYSIA
2013 Honda CITY 1.5 E MODULO FACELIFT (A),CITY,4D SEDAN,2013,130k - 139k,Auto,Selangor,1.5,E MODULO,30800,MALAYSIA
2021 Honda CR-V 2.0 2WD (A) FULL SER. (FULL LOAN),CR-V,4D SUV,2021,50k - 54k,Auto,Selangor,2,2WD,103333,MALAYSIA
2013 Honda CR-V 2.0 Leather Seat Reverse Camera,CR-V,4D SUV,2013,90k - 94k,Auto,Kuala Lumpur,2,LIMITED,32800,MALAYSIA
2013 Honda CITY 1.5 E MODULO FACELIFT (A),CITY,4D SEDAN,2013,110k - 119k,Auto,Selangor,1.5,E MODULO,25800,MALAYSIA
Honda CIVIC 1.5 FK7 2021 (M) UNREGISTER PREMIUM,CIVIC,4D HATCHBACK,2021,55k - 59k,Manual,Kuala Lumpur,1.5,EX,173500,JAPAN
2019 Honda CIVIC TYPE R 2.0 VTEC FK8 civic typer,CIVIC,4D HATCHBACK,2019,25k - 29k,Manual,Selangor,2,TYPE R,228000,UNITED KINGDOM
2020 Honda JAZZ E 1.5L (A) WARRANTY TILL 2025,JAZZ,4D HATCHBACK,2020,90k - 94k,Auto,Kuala Lumpur,1.5,E,56800,MALAYSIA
2013 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2013,130k - 139k,Auto,Penang,1.8,S,34000,MALAYSIA
ORI2016 Honda CITY 1.5 V LEATHERSEAT+1YR WARRANTY,CITY,4D SEDAN,2016,80k - 84k,Auto,Selangor,1.5,V,44888,MALAYSIA
2020 Honda JAZZ E 1.5 F.S.R 70K UNDER WARRANTY GK,JAZZ,4D HATCHBACK,2020,70k - 74k,Auto,Kuala Lumpur,1.5,E,61800,MALAYSIA
2012 Honda CR-V 2.0 LIMITED (A),CR-V,4D SUV,2012,160k - 169k,Auto,Kedah,2,LIMITED,28000,MALAYSIA
"Honda JAZZ GK 1.5 V(A)ANDRIOD PLAYER/16""CE SPORT R",JAZZ,4D HATCHBACK,2019,70k - 74k,Auto,Johor,1.5,V,53800,MALAYSIA
2013 Honda CITY 1.5 E FACELIFT (A) LOW MAINTENANCE,CITY,4D SEDAN,2013,95k - 99k,Auto,Kuala Lumpur,1.5,E,28800,MALAYSIA
2023 Honda CITY 1.5 E HATCHBACK (A) F/S HONDA,CITY,4D HATCHBACK,2023,15k - 19k,Auto,Selangor,1.5,HATCHBACK E,70800,MALAYSIA
2018 Honda CIVIC 1.5 TC-PREMIUM CHEAPEST Fu/Loan~!,CIVIC,4D SEDAN,2018,85k - 89k,Auto,Johor,1.5,TC-PREMIUM,79999,MALAYSIA
2018 Honda JAZZ 1.5 E (A) facelift modulo,JAZZ,4D HATCHBACK,2018,70k - 74k,Auto,Kedah,1.5,E,60900,MALAYSIA
2018 Honda N BOX GL CUSTOM KAW KAW OFFER PRICE,N BOX,4D MPV,2018,20k - 24k,Auto,Kuala Lumpur,0.7,CUSTOM G,75000,JAPAN
[ 2018 ] Honda CR-V 1.5 TC-P (A) FULL SPEC,CR-V,4D SUV,2018,40k - 44k,Auto,Selangor,1.5,TC-P 2WD,87700,MALAYSIA
Honda CITY 1.5 V SENSING (A) High Spec One Owner,CITY,4D HATCHBACK,2024,30k - 34k,Auto,Selangor,1.5,V SENSING,79799,MALAYSIA
2013 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2013,140k - 149k,Auto,Terengganu,1.8,S,30000,MALAYSIA
2013 Honda CIVIC 1.8 S (A),CIVIC,4D SEDAN,2013,100k - 109k,Auto,Johor,1.8,S,31800,MALAYSIA
Honda BR-V 1.5 V (A)🔥Car king condition🔥,BR-V,4D WAGON,2018,100k - 109k,Auto,Kuala Lumpur,1.5,V,45800,MALAYSIA
R /2019/ Honda CITY 1.5 E (A) MODULO BODYKIT,CITY,4D SEDAN,2019,70k - 74k,Auto,Selangor,1.5,E,52800,MALAYSIA
2016 Honda CITY 1.5 E (A) TIP TOP CONDITION,CITY,4D SEDAN,2016,140k - 149k,Auto,Melaka,1.5,S+,43000,MALAYSIA
2013 Honda CIVIC 1.8 S (A) ONE OWNER,CIVIC,4D SEDAN,2013,95k - 99k,Auto,Kuala Lumpur,1.8,S,28888,MALAYSIA
/2016 Honda CITY 1.5 V (A) FULL SPEC WARRANTY,CITY,4D SEDAN,2016,80k - 84k,Auto,Selangor,1.5,V,35500,MALAYSIA
2017 Honda CR-V 1.5 TC 2WD,CR-V,4D SUV,2017,60k - 64k,Auto,Kedah,1.5,TC 2WD,88900,MALAYSIA
Honda HR-V 1.8 V (A),HR-V,4D WAGON,2020,75k - 79k,Auto,Selangor,1.8,V,64868,MALAYSIA
2018 Honda JAZZ 1.5 V (A) TIPTOP CONDITION !,JAZZ,4D HATCHBACK,2018,90k - 94k,Auto,Selangor,1.5,V,60800,MALAYSIA
Honda Jazz 1.5 V(A)1Malay PaddleShift MugenBodykit,JAZZ,4D HATCHBACK,2021,75k - 79k,Auto,Kuala Lumpur,1.5,V,69800,MALAYSIA
2022 Honda CITY 1.5 V (A) F.S RECORD/PADDLE SHIFT,CITY,4D SEDAN,2022,55k - 59k,Auto,Kuala Lumpur,1.5,V,69800,MALAYSIA
Honda CIVIC 1.8 S(A)LEA/SEAT TYPE R/BODY KIT F/LON,CIVIC,4D SEDAN,2018,65k - 69k,Auto,Selangor,1.8,S i-VTEC,75999,MALAYSIA
2013 Honda CIVIC 1.8 S (A) ONE OWNER,CIVIC,4D SEDAN,2013,130k - 139k,Auto,Negeri Sembilan,1.8,S,29999,MALAYSIA
2013 Honda CR-V 2.0 i-VTEC FACELIFT (A),CR-V,4D SUV,2013,120k - 129k,Auto,Johor,2,i-VTEC,38800,MALAYSIA
2016 Honda CIVIC 1.5 TC-PREMIUM (A),CIVIC,4D SEDAN,2016,120k - 129k,Auto,Johor,1.5,TC-PREMIUM,78888,MALAYSIA
2012 Honda CIVIC 2.0 S NAVI (A),CIVIC,4D SEDAN,2012,100k - 109k,Auto,Selangor,2,S NAVI,34800,MALAYSIA
2022 Honda HR-V 1.5 TURBO V UNDER WARRANTY,HR-V,4D SUV,2022,50k - 54k,Auto,Kuala Lumpur,1.5,TURBO V,109800,MALAYSIA
FULL SERVICE RECORD 2019 Honda CR-V 1.5 TC 2WD (A),CR-V,4D SUV,2019,55k - 59k,Auto,Selangor,1.5,TC 2WD,102999,MALAYSIA
2020 HONDA CIVIC 1.5 TC-P UNDER WARRANTY till 2025,CIVIC,4D SEDAN,2020,85k - 89k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,98500,MALAYSIA
2024 Honda CITY V 1.5 MODULO OFFER 16000,CITY,4D SEDAN,2024,<4k,Auto,Kuala Lumpur,1.5,E,79900,MALAYSIA
2018 Honda CIVIC 1.5 TC-PREMIUM (A) TCP WARNTY2025,CIVIC,4D SEDAN,2018,80k - 84k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,75800,MALAYSIA
2019 Honda BR-V 1.5E LOWMIL FULSEVREC F/LON,BR-V,4D WAGON,2019,80k - 84k,Auto,Kuala Lumpur,1.5,E,54888,MALAYSIA
2013 Honda CIVIC 1.5 (HYBRID) (A),CIVIC,4D SEDAN,2013,140k - 149k,Auto,Selangor,1.5,(HYBRID),22340,JAPAN
2023 Honda CIVIC 2.0 TYPE R (FL5) (A),CIVIC,4D HATCHBACK,2023,20k - 24k,Auto,Kuala Lumpur,2,TYPE R,285000,JAPAN
2019 Honda JAZZ 1.5 V FACELIFT (A)F/SERVICE 60K KM,JAZZ,4D HATCHBACK,2019,60k - 64k,Auto,Selangor,1.5,V,62800,MALAYSIA
-2017- Honda CITY 1.5 E (A) Loan Kedai/ Bank/ Cash,CITY,4D SEDAN,2017,90k - 94k,Auto,Selangor,1.5,V,36980,MALAYSIA
2016 Honda ODYSSEY 2.4 ABSOLUTE (A),ODYSSEY,4D WAGON,2016,75k - 79k,Auto,Selangor,2.4,EXV,103800,JAPAN
2020 Honda CIVIC 1.5 TC-P (U/WRNTY & MODULO B/KIT),CIVIC,4D SEDAN,2020,85k - 89k,Auto,Kuala Lumpur,1.5,TC-PREMIUM,98500,MALAYSIA
FULL LOAN 2019 Honda CR-V 2.0 2WD (A)FULL LEATHER,CR-V,4D SUV,2019,80k - 84k,Auto,Johor,2,2WD,87999,MALAYSIA
2013 Honda CR-V 2.0 i-VTEC FACELIFT (A),CR-V,4D SUV,2013,120k - 129k,Auto,Selangor,2,i-VTEC,38800,MALAYSIA
JAZZ Gd 1.5 vtc auto 2005,JAZZ,4D HATCHBACK,2005,140k - 149k,Auto,Kelantan,1.5,VTEC,22800,THAILAND
OTR Price 2017 Honda City E Facelift,CITY,4D SEDAN,2017,75k - 79k,Auto,Selangor,1.5,E,45800,MALAYSIA
2014 Honda ACCORD 2.0 VTi-L (A),ACCORD,4D SEDAN,2014,120k - 129k,Auto,Melaka,2,VTi-L,39800,MALAYSIA
2010 Honda CIVIC 1.8 S-L (A) L0an kedai 6k muka,CIVIC,4D SEDAN,2010,100k - 109k,Auto,Johor,1.8,S-L iVTEC,35900,MALAYSIA
2009 Honda CIVIC 1.8 S i-VTEC (A) FACELIF BODYKIT,CIVIC,4D SEDAN,2009,130k - 139k,Auto,Penang,1.8,S i-VTEC,27800,MALAYSIA
2022 Honda CITY 1.5 S (A) FULLY BODYKITS,CITY,4D SEDAN,2022,45k - 49k,Auto,Selangor,1.5,S,63800,MALAYSIA
2014 Honda ACCORD 2.0 VTi-L (A),ACCORD,4D SEDAN,2014,110k - 119k,Auto,Selangor,2,VTi-L,48800,MALAYSIA
2016 Honda CITY 1.5 S / 95K MILEAGE /FREE WARRANTY,CITY,4D SEDAN,2016,90k - 94k,Auto,Selangor,1.5,S,35770,MALAYSIA
2019 Honda BR-V 1.5 V Facelift Ori Paint Warranty,BR-V,4D WAGON,2019,65k - 69k,Auto,Kuala Lumpur,1.5,V,55800,MALAYSIA
Honda CIVIC 1.5 (HYBRID) (A) Loan kedai 3K,CIVIC,4D SEDAN,2014,100k - 109k,Auto,Selangor,1.5,(HYBRID),23880,JAPAN
2009 Honda ACCORD 2.4 VTi-L (A) 1OWNER-ORI MILEAGE,ACCORD,4D SEDAN,2009,130k - 139k,Auto,Kuala Lumpur,2.4,VTi-L,23888,MALAYSIA
2014 Honda CITY 1.5 E (A),CITY,4D SEDAN,2014,200k - 249k,Auto,Perak,1.5,E,34599,MALAYSIA
2019 Honda City 1.5 V Facelift 62K Mileage ModPart,CITY,4D SEDAN,2019,60k - 64k,Auto,Selangor,1.5,V,59800,MALAYSIA
2014 Honda CITY 1.5 E (A),CITY,4D SEDAN,2014,70k - 74k,Auto,Johor,1.5,E,44675,MALAYSIA
2020 Honda HR-V 1.8 V (A)Full Service Record HONDA,HR-V,4D WAGON,2020,50k - 54k,Auto,Kuala Lumpur,1.8,V,78800,MALAYSIA
2012 Honda CIVIC 1.8 S-L iVTEC FACELIFT (A),CIVIC,4D SEDAN,2012,90k - 94k,Auto,Johor,1.8,S-L iVTEC,31800,MALAYSIA
2016 Honda JAZZ V 1.5 I-VTEC AUTO (MUGEN BODKIT),JAZZ,4D HATCHBACK,2016,120k - 129k,Auto,Kuala Lumpur,1.5,V,52800,MALAYSIA
Honda CIVIC 1.8 (A) HIGH TRADE IN n FULL LOAN GUYS,CIVIC,4D SEDAN,2019,95k - 99k,Auto,Selangor,1.8,S,73888,MALAYSIA
2014 Honda CITY 1.5 E (A),CITY,4D SEDAN,2014,100k - 109k,Auto,Johor,1.5,E,38800,MALAYSIA
2016 Honda STEPWAGON 1.5 Turbo SPADA COOL SPIRIT,STEPWAGON,5D VAN,2016,55k - 59k,Auto,Kuala Lumpur,1.5,SPADA COOL SPIRIT,109800,JAPAN
Honda CITY 1.5 V HATCHBACK F/SERVICE U/WARRANTY,CITY,4D HATCHBACK,2022,35k - 39k,Auto,Kuala Lumpur,1.5,HATCHBACK V,72800,MALAYSIA
2016 Honda CR-V 2.4 4WD FACELIFT (A) 1 YR WARANTY,CR-V,4D SUV,2016,80k - 84k,Auto,Selangor,2.4,4WD,56800,MALAYSIA
Honda CITY 1.5 E V S # 1 LADY # ANDROID PLAYER,CITY,4D SEDAN,2015,100k - 109k,Auto,Selangor,1.5,E,31800,MALAYSIA
2021 Honda CITY 1.5 V (A) FULL SERVICE RECORD,CITY,4D SEDAN,2021,55k - 59k,Auto,Kuala Lumpur,1.5,V,68800,MALAYSIA
2014 Honda CITY 1.5 E (A),CITY,4D SEDAN,2014,120k - 129k,Auto,Kuala Lumpur,1.5,E,28800,MALAYSIA
2014 Honda CITY 1.5 E (A),CITY,4D SEDAN,2014,140k - 149k,Auto,Melaka,1.5,E,31800,MALAYSIA
2021 Honda CIVIC 1.8 S (A) F/SERVICE 65K WARRANTY,CIVIC,4D SEDAN,2021,65k - 69k,Auto,Kuala Lumpur,1.8,S,80800,MALAYSIA
2014 Honda CITY 1.5 E I-VTEC FACELIFT (A),CITY,4D SEDAN,2014,110k - 119k,Auto,Kuala Lumpur,1.5,E,35800,MALAYSIA
Honda HR-V 1.8 V FULL SERVICE WARRANTY HRV SUV,HR-V,4D WAGON,2017,100k - 109k,Auto,Kuala Lumpur,1.8,V,58800,MALAYSIA
2013 Honda CITY 1.5 E FACELIFT (A) Paddle Shift,CITY,4D SEDAN,2013,130k - 139k,Auto,Selangor,1.5,E,25800,MALAYSIA
2017 Honda JAZZ 1.5 V ORI T/TOP CDT WRT 3YRS FORU,JAZZ,4D HATCHBACK,2017,55k - 59k,Auto,Johor,1.5,V,48999,MALAYSIA
2014 Honda CITY 1.5 E FACELIFT (A),CITY,4D SEDAN,2014,110k - 119k,Auto,Kelantan,1.5,E,36800,MALAYSIA
2016 Honda HR-V 1.8 E FACELIFT / FREE WARRANTY,HR-V,4D WAGON,2016,80k - 84k,Auto,Selangor,1.8,E,46770,MALAYSIA
2001 Honda CIVIC 1.7 VTi-S (A),CIVIC,4D SEDAN,2001,200k - 249k,Auto,Johor,1.7,VTi-S,10800,JAPAN
2009 / 2012 True Year Honda ODYSSEY 2.4 RB3 (A),ODYSSEY,4D WAGON,2009,140k - 149k,Auto,Perak,2.4,M,37500,JAPAN
2014 Honda CITY 1.5 E FACELIFT (A),CITY,4D SEDAN,2014,70k - 74k,Auto,Kuala Lumpur,1.5,E,34900,MALAYSIA
2016 Honda HR-V 1.8 V - 2 YEAR WARRANTY,HR-V,4D WAGON,2016,80k - 84k,Auto,Kuala Lumpur,1.8,V,45888,MALAYSIA
2014 Honda CITY 1.5 V (A),CITY,4D SEDAN,2014,150k - 159k,Auto,Perak,1.5,V,36800,MALAYSIA
2018 Honda ACCORD 2.0 VTi-L FACELIFT FREE WARRANTY,ACCORD,4D SEDAN,2018,80k - 84k,Auto,Selangor,2,VTi-L,75770,MALAYSIA
2014 Honda CITY 1.5 V (A),CITY,4D SEDAN,2014,85k - 89k,Auto,Selangor,1.5,V,42800,MALAYSIA
